full_text,label
@ViantyTJP @GunRomli pejabat mana ada puyeng paling rakyat yg di peres TDL dinaikan bbm pertalite dibatasi suruh pakai pertamax oplosan gas LPG di batasi pajak kendaraan di uber door to door.,0
@D_hermaone84 Kamana kitu ? Kan Jabar teh lega,1
@0xBohn Pertamax,1
@dimarcotop @Mata_Netizen62 Pertamax 18.606 kilo liter Pertalite 74.503 kilo liter 93 000 000 ltr 365 hari Rp 510 Milliard Mungkin bukan hanya aplikasi tapi juga hardware penunjang plus pengunaan pulsa telkom.,0
Manifesting ada orang yang transfer aku 2 8Miliar gausah won rupiah aja buat beli snack,1
@mediaindonesia Semoga penegak hukum berani telisik semua pejabat dan politisi yg ikut terima uang korupsi oplosan pertamax pertamina...,0
@ABELIEVM dia belajar begitu dimana si,1
@irenebaebae_91 semuanya juga ketipu sama pertamax kak,0
@jawafess Sing ngapusi pertamax dadi pertalite.. dosane gedhe tenan sumpah yakin.,0
@rimus2707 I feel you euy A abi ge pernah murag 300 di borma Caringin pas di kasir ari nybrang jalan krek ngeh balik deui udah wassalam,1
@Jateng_Twit gua langganan pertamax dari dulu. cuma pengen mesin awet aja. semenjak ada berita korup beralihlah ke kerang. perbedaan nya cukup terasa dengan di ini ron yang sama,0
@convomf Nggak ngapain takut ama guling,1
@heciuroa ntar bensin gua bawa sekalian koruptor tukang oplos pertamax gua seret deh,0
@D_hermaone84 Om Di mudik kemana ?,1
@rimus2707 Murag jeung dompetna apa kumaha ? Sing enggal kagentosan deui A jadi 50juta rupiah sugan,1
@rimus2707 Hooh amin atuh A can katingal hilal na ieu teh,1
@mielvrs ganti ke pertalite karna kasus pertamax kemarin kaahh kakk?,0
@New_GGMT Mas yang sulung tinggal di Jogja kah Pak Guru ?,1
@muchlis_ar wong pinter minumnya pertamax ... oplosan ...,0
BBM oplosan lagi ? Heboh Banyak Kendaraan Warga Mogok di jalan Saat usai mengisi minyak Pertamax di SPBU 24.373.29 Sungai Misang Kota Bangko yang ternyata setelah dibuka dan dikeluarkan dari Tangki motor minyak Pertamax yang dibeli Bercampur air Kejadian kamis 13 Maret 2025 https://t.co/jGWiKFgts3,0
@BaseBDG Sesuai keyakinan masing2 nder,1
@jorgianaaa Coba deh yang beneran bisa nyantet coba banget santet polkis polkis macem gini daripada nyantet orang laen serius. Pejabat pemerintah dzolim polkis bermasalah abisin aja. Bikin muntah kawat berduri minimal sama pertamax campur air,0
@jawafess Kang oplos pertamax sama kapolres ngada ntt yg sakit jiwa semoga gak bisa kentut dan brdiri seumur hidup Aamiin,0
@kompascom Masalahnya yg diambil lebih bnyk daripada yg dikasih pertamax 1minggu itu bisa gak kembalikan triliunan yg kalian korupsi itu?,0
@justt_blue kalo mw nonton aku saranin pake superVPN trs pake yang netherlends langsung bisa kok gyuss btw kalo ada yng mw demo gedung gmm aku mw ikut ntar nyumbang pertamax eh pertalite dengg EP1 MGB DO NOT BLEED #MyGoldenBloodEP1,1
@mielvrs dihabisin dlu yg pertamax sampe kedip kedip. baru isi pertalitee,0
@mas_alku9 @GunRomli bukan korupsi lagi tapi dirampok...pertamina pertamax isi pertalite...pajak harusmya bayar full dibikin bayar separo...bea cukai...dana haji...bpjs...kenapa malah bangga bilang defisit harusnya mundur krn gak kompeten ngelola keuanhan negara...,0
@RagilSemar Bisa begini ya ? Keknya apinya padam tuh disiram Pertamax.,0
@KangManto123 S botak udah subur makmur mngkin efek minum pertamax oplosan,0
Btw pemilihan warna Pertalite sama Pertamax kenapa dibikin nyaru antara hijau dengan biru kalau soal display cuma majang beda warna doang juga konsumen pasti ada yg mikir kalo produk tersebut cuma beda pada warna doang untuk spesifikasi/kualitas? sama aja,0
I wonder kl lambo yg ini pake pertamax turbo yg dioplos jalannya jd kek mana yaa..? Nah too risky for the baby,0
@New_GGMT Kaos polo khas Pak Guru Alhamdulillah,1
@rimus2707 Aduh lebar pisan A,1
@kuestacrypto Aku belom Bang soon yh,1
@ABELIEVM @tanyarlfes gangerti jalan pikirannya ngapain nyangkut2in ke hukum Islam,1
Ini gada yg mau kasih aku THR kah,1
adanya pertamax https://t.co/BT37vF2crz,1
Tadi sore isi bbm di spbu dekat rumah sambil ngabuburit. Eh motor² pada ngantri di antrian Pertalite. Sementara antrian di Pertamax kosong gak ada satupun mobil &amp; motor disana @pertamina @prabowo https://t.co/GyUN9wEV68,0
@GunRomli Penolakan politisi Gerindra bisa disimpulkan keterlibatan kroni mereka dioplosan pertamax...,0
@tanyarlfes Ini kah bel @ABELIEVM ?,1
@aewin86 Pertamax dioplos dengan Pertalite. Ehh emang boleh ya?,0
Minyak goreng berpesan tapi minyak pertamax apa sudah pesan ya?maaf sy nggak nyimak semoga sudah,0
Funfact hari ini. Beberapa tahun ke belakang Pertamina selalu teriak2 mereka rugi tahun ini ruginya jadi beneran. Penyebabnya penjualan pertamax menurun drastis bahkan di daerah yang punya SPBU swasta terpantau penjualan pertalite ikut merosot.,0
Bedanya pertamax sama pertalite apa memang untuk kegunaan mesin?,0
@RagilSemar Pagar Laut.. Judol.. Pertamax Oplosan Minyak Kita Sampah semua tata kelolanya.,0
Pun setelah semua pejabat jualan bhw pertamax sdh sesuai standar produk negeri cintai negeri dan bullshit lainnya rakyat ternyata sdh kasih sikap bentangkan 5 jari tangan ke wajah mereka saat sedang ngomong... And I'm one of them who take a stand. #BanggaPakaiShell,0
@ismedBadjeber Semoga selamat sampai tujuan Om Daeng,1
@kompascom Yang paling logis turunkan harga Pertamax dan pertalite itu saja GK usah gratis lahh,0
@Zhe_LeeCrystal Wuihhh mehong nih,1
@jawafess KORUPTOR GW ISI PERTAMAX TERNYATA DIKHIANATI ANJENG. Korupsi dimana-mana tanpa hukuman MATI FAK LAHH,0
yg dinamakan salah gunakan bbm bersubsidi itu mrk yg kunci org mampu dg My Pertamina dipaksa beli Pertamax harga mahal ternyata oplosan pertalite..,0
Kemaren Takaran Liter Pertamax Berkurang. Lalu Takaran Liter Minyak Goreng Berkurang. Sekarang Takaran Gas LPG 3 Kg yang Berkurang Ya Tuhan ...Bisa Gak Tuhan Kurangi Juga Umur Mereka Yang Berlaku Curang itu Biar mereka semua Musnah dari Muka Bumi https://t.co/QGLijfP7zb,0
Minyakita Oplosan: Skandal Baru Pasca Pertamax Oplosan | The Topics https://t.co/CzXrYNiG9o via @YouTube,0
Hoon anaknya udh ngambek malah disiram pertamax,1
lagi trending oplos pertamax di oplos pertalite Emas antam di oplos kini perfilman di oplos musisi..,0
orang kritik dibilang kampungan oleh KSAD orang kritik dikatain ndasmu sama presiden @prabowo kalian bernegara dan di pucuk pimpinan gabisa terima kritik mending minum pertamax aja gak guna sok2an otoriter,0
kmrn bingung isi bensin apa terus yaudah pertalitw yampun kotor aku susah bgt dibgasnya tolong skeg isi di indomobil lagi aja bedanya cuma 5 ribu tp kerasa beda bgtttt kalo isi pertamax... gmn yh wkwk tp di apbu deket kantor pertamaxnya ditutup,0
@kompascom Malah gawe masalah. Sing wingi wae mobil2 nganggo pertamax malah podo rusak kok la opo ben thr'e nggo servis motor piye?,1
@txtdrimedia disini banyak Pom bensin mini merk Mobil semenjak kasus Pertamax jd tambah rame sampek bingung petugasnya biasanya santai eh sekarang jd bekerja extra,1
Kelakuan melebihi iblis &amp; anjing Rakyat pertalite hrs patuh gunakan barcode para bajingan asyik aspal oplas pertamax Rakyat LPG 3kg patuh hrs kumpulkan KTP &amp; rela berjalan jauh &amp; antri ttp isinya kurang dr 3kg Rakyat minyakkita tersesat krn hrg murah tp tertipu isinya krg 1lt,0
@kholidmiqdar Pertamax oplosan beras berkutu ada2 masalah yang di buat pemerintah tiap harinya,0
Eee ya ampun https://t.co/za47KVz6mq,1
Petugas SPBU Cilegon Akui Pelanggan Ramai-ramai Tinggalkan Pertalite ke Pertamax Turbo Imbas Isu BBM Oplosan https://t.co/PPGfucbAwC,0
Kerugian negara akibat korupsi impor minyak membuat masyarakat geram. Belum lg informasi soal Pertamax yg dijual pompa bensin Pertamina dioplos dgn zat aditif agar nilai oktannya naik. Tapi cerita tersebut kemudian antiklimaks usai Kejaksaan sibuk meluruskan pernyataannya... https://t.co/gBcJ3sd4Q1,0
mau gamau isi pertamax walau dalam hati ga sudi sebenarnya,0
@txtdrimedia Yg daerahnya ga ada alternatif selain spbu merah apa ttp pake pertamax sekalipun ada isu kek skrg?,0
udh ngantri panjang lama pas nyampe depan 'pertalite nya kosong tinggal pertamax' :),0
pertamax ganti ke pertalite aman gasii motornya?? apa harus dibersihin dulu atau gmnn,1
@kompascom Kemarin gue perjalanan dari Tangsel ke Tegal mobil gue 1500cc biasanya gue isi Pertamax tapi karena kecewa jadi gue isi Pertalite. Eh kok Pertalite jadi lebih irit dari Pertamax ya secara jumlah liter &amp; jarak tempuh. Lg pencitraan kah?,0
@tuantigabelas Pecatlah bajingan ini.,1
@irenebaebae_91 semua sih ketipu sama pertamax,0
@kompascom netizen/rakyat mana yg pengen dikasih pertamax gratis? orang-orang pada pengen dibukain banyak-banyak spbu swasta merata se-Indonesia sampai pedalaman. Kalo perlu Petronas masuk lagi ke sini. Biar kalian ga keenakan jadi VOC. Biar spbu kuda laut tenggelam jadi fosil sekalian. https://t.co/fOj3ZzAAAa,0
@EviDrajat Garangnya sama PSK.,1
@chatap4nk @WagimanDeep212_ Semakin dijilat pantat si Riva Siahaan semakin sakti.,0
@WagimanDeep212_ Penjilat pantat si Riva Siahaan rupanya. Pantas takut datangkan Ahok beraninya sama PSK.,1
@celestrivya GAS NGUENG AKU BELIIN PERTAMAX BIAR MAKIN GASSS,1
@Duren___ Kok gak ditahan.,1
Ternyata dapat jug cucuran pertamax oplosan..pantas doi galak bela nya https://t.co/PaNH76QI90,0
@BosPurwa Ketahuan mantunya sering dibilang kampungan.,1
@geloraco Ganteng2 pembunuh.,1
Beberapa SPBU di kota sini akhir-akhir ini hanya menjual Pertamax saja. Tidak menyediakan Pertalite. Ketika ditanya alasannya karena mesin sedang rusak. Ya semoga benar aja. Bukan disengaja supaya orang-orang beli Pertamax. Ada info bilang penjualan Pertamax sedang turun.,0
Ahok Ngaku Happy Bisa Bantu Kejagung Ungkap Perkara Pertamax Oplosan https://t.co/InsFQEBAzr,0
@mega_ayu51604 @eexxoo_7 ketahuannya gara2 motornya abis mogok bbrp kali kak..padahal baru aja diservice pas ku minta cek lengkap eh ketahuannya ketika montir di dealer nguras tangki bensinnya kayak bukan warna pertamax pd umumnya jd baru notice,0
@gagal_hijrah kasus pertamax minyak kita pagar laut dll kamu diem.. giliran ada yg kritis sbg warga negara kamu kopar... https://t.co/X0gyg1cRmT,0
@ABELIEVM udh gak ada yg bisa dibenarkan lagi soalnya kelakuan junjungannya jadi bikin teori sendiri,1
@txtdrimedia hukum mati pelakunya dan kembaliin kerugian kita baru kita mau beli pertamax nih,0
@picollo_coffee @blackhelltriple @txtdrimedia Aman tadi saya ngisi pertamax. Motor saya masih bisa hidup dan melaju normal,2
@naimedw es buahhhh,1
@fhsk_aeri @iwnnabeURBF ngapa jadi ke sapi dek,1
@faestyz1 Fafa si bocah petualang,1
Botak gempal laknat yg jalan ma kang oplos pertamax itu kau bukan ndre @andre_rosiade ?? https://t.co/ERawZy9cXb,0
@buttervas Tiket ke surga kah Bang?,1
@ABELIEVM first of all hubungannya apa maliiiihhh bawa2 agama Islam,1
@innovacommunity Tulisannya aja itu Pertamax Ron nya gtau,0
@KaredokLeunca__ Geuleuh pisan ningali beritana oge gustiiiii eta jelema Kitu bisa2na jadi kapolres,1
@txtdrimedia Bangkrutnya darimana ngetungnya? Kalau saya karena untungnya kurang besar saja. Coba bandingi dengan harga BBM di Malaysia Harga pertamax rons 92 kenapa bisa jauh selisihnya dengan di Indonesia dengan Ron yang sama?,0
@DS_yantie Pertamax nya mengalir kemana2 termasuk ke Senayan hihi,0
Harusnya ksh diginiin nih dilempar sm gas LPG/pertamax oplosan https://t.co/qOspL8yQRg,0
PERTALITE DAN PERTAMAX SAJA MEREKA OPLOS APA LAGI KASUS !!! DASAR TUKANG OPLOS,0
@faestyz1 Ganti uname ya Ngapain bikin GA mulu klo broke,1
@Hanbing Soalnya aku baru balik oppa. Terakhir aku aktif oppa yang tidur. Betul nggak? Kita bahas komposisi pertamax gimana op?,0
Ratusan miliar bisa dapet apa ya gess? Saksikan #HotroomMetroTV episode HABIS OPLOS PERTAMAX TERBITLAH MINYAKITA DISUNAT di https://t.co/jmDYOtXTHa #minyakita #minyakgoreng #minyak https://t.co/QKVgbeNVUV,0
Ternyata harga Minyakita yang harganya ditulis Rp15.700 dijualnya harga Rp19.000. Kenapa sih hal-hal kecil gini harus bohong? Saksikan #HotroomMetroTV episode HABIS OPLOS PERTAMAX TERBITLAH MINYAKITA DISUNAT di https://t.co/jmDYOtXTHa #minyakita #minyakgoreng #minyak https://t.co/3wWRAuTzI6,0
Usai kasus Pertamax berlalu publik kembali dihebohkan dengan kasus lain yakni Minyakita yang disunat dan diperjualbelikan dengan takaran yang tidak sesuai pada kemasan. Apa sebenarnya yang membuat produsen hingga distributor berani berbuat curang? Apakah pengawasan yang https://t.co/pfsdkFYcxV,0
@faestyz1 @mbarbarbarsoa Kok akunnya gak Ada ya ganti uname kah ?,1
@alisyarief Yg pertamax kemarin ga murka ya ;( #IndonesiaGelap,1
APBN hari ini adalah konsekuensi memilih 02. keberlanjutan alias Jokowi 3 periode. beli pertamax dapat pertalite. pilih prabowo dapat jokowi lagi.,0
@txtdrimedia hampir semua spbu merah di daerah ku skrg gaada yg antri pertamax wkwkw,0
@PartaiSocmed @DPR_RI @prabowo pertalite jauh lebih mahal daripada BBM sekelas Pertamax turbo di Malaysia https://t.co/S36YhCowKe,0
Premium atau Pertamax? https://t.co/UG4xyjstX0,1
@DS_yantie Apakah mayoritas fraksi kecipratan pertamax oplosan,0
Hoax Dirut Pertamina Patra Niaga Perlihatkan Cara Blending Pertalite &amp; Pertamax | NEWS OR HOAX https://t.co/u9WqTkjyvu,0
@cniesther ENTE YAKIN CALM?????? DIA PERTAMAX AJGGG KOMPOR FIRE GF AND PERTAMAX BF HARUSNYA,0
@kompascom Sekalian aja diskon Rp 0 untuk pembelian Pertamax,1
Kok bisa gitu ya? need THR right now! :((( #LebihBaikPertamax https://t.co/9mz3T83Mrl,1
@NathalieSo2 @LumowaS @andre_rosiade Setuju SEMUA RAKYAT INDONESIA berhak menuntut PERTAMAX oplosan Termasuk KORUPSI @jokowi,0
@ch_chotimah2 Sejak 2020 saya sudah pakai pertamax. Artinya sudah ditipu sekian lama.,0
@sunigchan @katrnblu tapi gak dibegoin kek pake pertamax ‍️,0
@MasBRO_back Sudah lupa MBG .. sudah ketutup kasus pagar laut gas Pertamax dll...ancur ancur negri ini,0
@ruhulanakgaul Bisa jadi orang satu itu masuk dalam lingkaran mafia pertamax oplosan...,0
@PartaiSocmed Dulu waktu pertamax masih di harga dibawah 10k aku yg cuma sekedar mahasiswa selalu ngisi bensin motor dg pertamax. Sekarang sjk semua nya naik. Halah anjing lah mau dikata pertalite untuk org miskin klo isi motor ron 90 aja gw rela dah dikata miskin emang masih miskin wkwkw.,0
Dalam video tampak Pertamax dikeluarkan dari tangki sepeda motor untuk membuktikan bahwa BBM tersebut bercampur air. ~MD #Pertamax #BBM https://t.co/e54IM6KekK,1
Jika HARGA BBM TIDAK TURUN kita harus curiga yg menikmati uang haram oplosan ini sudah kesemua institusi @KejaksaanRI @KPK_RI @DivHumas_Polri @KemenBUMN @DPR_RI Pak @prabowo harus TEGAS. BBM RON 95 MALAYSIA Rp.7.500 Pertamax RON 92 Rp12.900/liter. JANGAN HISAP DARAH RAKYAT,0
@indodax Sunmori ke puncak naik moge Moge bensinnya pakai pertamax Ada pepe ada bome ada doge Semuanya tersedia di Indodax #TAKJILINDODAX @pmqbabt12 @Wirelemon38 Username Indodax : bluechiponly,0
@habib_ichsan kapusan ngisi bensin mesti dikiro diisi pertamax ternyata diisi nata de coco,1
@Jumianto_RK apakah dapat percikan pertamax oplosan ???,0
@Amandapromsst Mau ayam goreng,1
@Duren___ @andre_rosiade Jalan bareng pengoplos Pertamax ikut ketularan ngoplos narasi sebagai wakil rakyat dan wakil koruptor,0
@sianakbaiq Kenapa ga pertamax,1
@BiLLRaY2019 @Gerindra @prabowo @DPR_RI @gibran_tweet ... yang milih beliau pasti gratis Pertamax seumur hidup,1
Jaksa Agung Bicara Soal Grup WA Para Tersangka Kasus Pertamina #kejagung #kamis #pertamina #Pertamax #pertalite #korupsi #kpk #grupwa #orangorangsenang #beritanasional https://t.co/licOGOKWgH,0
@PartaiSocmed Lha pertamax kan udh lbh murah dr kompetitornya (shell / BP). Ada harga ada barang. Murah kok minta slamet wkwkwk,2
@ke23__ @KangManto123 Suganteh bisa digenti ku henbodi,1
@LaraCro88456860 @tanyakanrl Malu? Sendernya cuma minta pembalut bukan korupsi pertamax. Lagian mau sampe kapan sih menstruasi jadi hal memalukan di sini? Dan minta pembalut ke atasan kenapa? Dia gak minta saham perusahaan loh,0
@zenonthis @txtdrimedia arahan @pertamina kan emang bgtu ya sengaja dibikin antri biar pada beli pertamax betul ga pa dirut pertamina?,0
@Joglosemarnews Selamat sore kami dari Pertamina Patra Niaga ingin mengklarifikasi bahwa Pertamax yang dikirim pada tanggal 10 Maret 2025 telah dipastikan dalam kondisi sesuai spesifikasi dan tidak mengandung air. (1/2) https://t.co/N5WjgJOrWC,2
Pak @erickthohir ini bagaimana koq Pertalite dan Pertamax Turbo malah turun RON-nya? Padahal rencana mau pindah ke Pertubo nanti pas libur lebaran. @ptm_patraniaga @pertamina @bahlillahadalia @prabowo @KementerianESDM @andre_rosiade 🇲🇨 https://t.co/YQIrcl8UT6,0
@saiful_mujani Republik anarki; siapa saja bebas buat apa saja. Pasang pagar dimana aja bebas.. Oplos pertamax bebas.. Bangun gedung di DAS bebas.. Ketua umum instan bebas.. Termasuk tweet diatas bebas... apalagi cuma terabas lampu merah...yaah bebas banget tuh,0
@LaiElfrid kekira ikut nyicip pertamax ga ya? (ngetes ron maksudnya),0
@sundastruggle Siap,1
gue lah salah satu orang yg pindah dari pertamax ke pertalite (disini cuma ada spbu merah) gapapa lah ngantri dikit,0
@erickthohir Pak gimana pertamax di motor saya ?? biarpun cm motor tp kan judulnya make pertamax. Tanggung jawabnya dimana ?,0
@txtdrimedia Secara tidak langsung dengan ada nya pertamax oplosan @pertamina sedang menggali kuburannya sendiri,0
@erickthohir Pak ... Gimana soal pertamina?? saya pakai pertamax sh 2 tahun lohh. Walaupun cm motor tp kan dirugikan . Gimana ini woyyyy ??? Gak ada malunya sama rakyat.,0
@txtdrimedia gapernah lagi tuh beli beli produk yg namanya pertamax kalo beli skrg mending pertalite HAHA,0
@BiLLRaY2019 Mungkin selama ini kecipratan duit oplosan pertamax dari si tukang oplos itu.,0
@kompascom Cuci tangan pake pertamax,1
@s_24mp @_dhooo_ padalah pertamaX,1
@ArieMulk @BiLLRaY2019 Ada duit di balik pertamax palsu,0
@kompascom Tolol saja kalo mau Pertamax Oplosan Air yang ada kalo dikasih gratis. Bayar saja di oplos apalagi gratis!!!,0
wkwkwkw nice baru mau bilang gini atau gak potongan deh seenggaknya 25% buat pertamax dan bbm diatasnya 50% buat pertalite tapi... duit dari manahhhh buat nombokinnya,0
@neVerAl0nely Dulu di konaha banyak ditemui jenderal bertabur bintang namun ternyata bintang oplosan pertamax rasa pertalite,0
@KompasTV Dia Takut Kesebut Namanya di Pusaran Oplosan PertaMax..,0
@republikaonline Bensinnya kemana? Karena pertamax lg banyak yg tes maka pertamax lah yg di up kualitas nya .. Seolah² udh diperbaiki .. harusnya ketika mentri ngecek kemarin cek semua produk pertamina jgn cm pertamax nya aja .. Ini sih jd nya cm akal²an aja .. Pertalite &amp; Turbo rasa premium https://t.co/k9w7YD6PrL,0
@kompascom Dialihkan nih? Karena pertamax lg banyak yg tes maka pertamax lah yg di up kualitas nya .. Seolah² udh diperbaiki .. harusnya ketika mentri ngecek kemarin cek semua produk pertamina jgn cm pertamax nya aja .. Ini sih jd nya cm akal²an aja .. Pertalite &amp; Turbo rasa premium https://t.co/T334T8QoQy,0
@kompascom waahh minggu pertama masa Puasa &amp; Pantang Pra-Paskah 2025 se Indonesia 🇲🇨 jadi seger dan cerah ceria menengok nengok berita nasional yang editornya imut imut semua bikin suasana puasa jadi cerah ceria penuh gairah pertamax dibagi bagikan diusulin gini kan gilaak,1
siapa ngisi pertamina disini? aku baru pulang ponti bbrp hari dan disini gada shell. bingung apa pertamax masih aman aja krn biasa isi pertamax asu ini pertamina babi,0
